Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,TradingSymbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
BCD,bcs_fo,JPYINR,2118978,OPTCUR,CE,57.5,JPYINR202382957.5CE,JPYINR202382957.5CE,JPYINR 29AUG23 57.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118965,OPTCUR,PE,57.5,JPYINR202382957.5PE,JPYINR202382957.5PE,JPYINR 29AUG23 57.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118001,OPTCUR,CE,57.75,JPYINR202382957.75CE,JPYINR202382957.75CE,JPYINR 29AUG23 57.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117991,OPTCUR,PE,57.75,JPYINR202382957.75PE,JPYINR202382957.75PE,JPYINR 29AUG23 57.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117911,OPTCUR,CE,58,JPYINR202382958.0CE,JPYINR202382958.0CE,JPYINR 29AUG23 58.0 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117898,OPTCUR,PE,58,JPYINR202382958.0PE,JPYINR202382958.0PE,JPYINR 29AUG23 58.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119111,OPTCUR,CE,58.25,JPYINR202382958.25CE,JPYINR202382958.25CE,JPYINR 29AUG23 58.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119099,OPTCUR,PE,58.25,JPYINR202382958.25PE,JPYINR202382958.25PE,JPYINR 29AUG23 58.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117947,OPTCUR,CE,58.5,JPYINR202382958.5CE,JPYINR202382958.5CE,JPYINR 29AUG23 58.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117940,OPTCUR,PE,58.5,JPYINR202382958.5PE,JPYINR202382958.5PE,JPYINR 29AUG23 58.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119084,OPTCUR,CE,58.75,JPYINR202382958.75CE,JPYINR202382958.75CE,JPYINR 29AUG23 58.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119074,OPTCUR,PE,58.75,JPYINR202382958.75PE,JPYINR202382958.75PE,JPYINR 29AUG23 58.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118980,OPTCUR,CE,59,JPYINR202382959.0CE,JPYINR202382959.0CE,JPYINR 29AUG23 59.0 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118966,OPTCUR,PE,59,JPYINR202382959.0PE,JPYINR202382959.0PE,JPYINR 29AUG23 59.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118003,OPTCUR,CE,59.25,JPYINR202382959.25CE,JPYINR202382959.25CE,JPYINR 29AUG23 59.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117993,OPTCUR,PE,59.25,JPYINR202382959.25PE,JPYINR202382959.25PE,JPYINR 29AUG23 59.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119041,OPTCUR,CE,59.5,JPYINR202382959.5CE,JPYINR202382959.5CE,JPYINR 29AUG23 59.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119030,OPTCUR,PE,59.5,JPYINR202382959.5PE,JPYINR202382959.5PE,JPYINR 29AUG23 59.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117975,OPTCUR,CE,59.75,JPYINR202382959.75CE,JPYINR202382959.75CE,JPYINR 29AUG23 59.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117966,OPTCUR,PE,59.75,JPYINR202382959.75PE,JPYINR202382959.75PE,JPYINR 29AUG23 59.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118775,OPTCUR,CE,60,JPYINR202382960.0CE,JPYINR202382960.0CE,JPYINR 29AUG23 60.0 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118539,OPTCUR,PE,60,JPYINR202382960.0PE,JPYINR202382960.0PE,JPYINR 29AUG23 60.0 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117873,OPTCUR,CE,60.25,JPYINR202382960.25CE,JPYINR202382960.25CE,JPYINR 29AUG23 60.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2117859,OPTCUR,PE,60.25,JPYINR202382960.25PE,JPYINR202382960.25PE,JPYINR 29AUG23 60.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118845,OPTCUR,CE,60.5,JPYINR202382960.5CE,JPYINR202382960.5CE,JPYINR 29AUG23 60.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2118828,OPTCUR,PE,60.5,JPYINR202382960.5PE,JPYINR202382960.5PE,JPYINR 29AUG23 60.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,USDINR,1010774,OPTCUR,CE,78.9,USDINR202370778.9CE,USDINR202370778.9CE,USDINR 07JUL23 78.9 CE,2023-07-07,1,0.0025
BCD,bcs_fo,USDINR,1010775,OPTCUR,PE,78.9,USDINR202370778.9PE,USDINR202370778.9PE,USDINR 07JUL23 78.9 PE,2023-07-07,1,0.0025
BCD,bcs_fo,USDINR,1011923,OPTCUR,CE,78.9,USDINR202371478.9CE,USDINR202371478.9CE,USDINR 14JUL23 78.9 CE,2023-07-14,1,0.0025
BCD,bcs_fo,USDINR,1011924,OPTCUR,PE,78.9,USDINR202371478.9PE,USDINR202371478.9PE,USDINR 14JUL23 78.9 PE,2023-07-14,1,0.0025
BCD,bcs_fo,USDINR,1012421,OPTCUR,CE,78.9,USDINR202372178.9CE,USDINR202372178.9CE,USDINR 21JUL23 78.9 CE,2023-07-21,1,0.0025
BCD,bcs_fo,USDINR,1012422,OPTCUR,PE,78.9,USDINR202372178.9PE,USDINR202372178.9PE,USDINR 21JUL23 78.9 PE,2023-07-21,1,0.0025
BCD,bcs_fo,USDINR,1017435,OPTCUR,CE,78.9,USDINR202372878.9CE,USDINR202372878.9CE,USDINR 28JUL23 78.9 CE,2023-07-28,1,0.0025
BCD,bcs_fo,USDINR,1017436,OPTCUR,PE,78.9,USDINR202372878.9PE,USDINR202372878.9PE,USDINR 28JUL23 78.9 PE,2023-07-28,1,0.0025
BCD,bcs_fo,USDINR,1017437,OPTCUR,CE,78.9,USDINR202380478.9CE,USDINR202380478.9CE,USDINR 04AUG23 78.9 CE,2023-08-04,1,0.0025
BCD,bcs_fo,USDINR,1017438,OPTCUR,PE,78.9,USDINR202380478.9PE,USDINR202380478.9PE,USDINR 04AUG23 78.9 PE,2023-08-04,1,0.0025
BCD,bcs_fo,USDINR,1017439,OPTCUR,CE,78.9,USDINR202381178.9CE,USDINR202381178.9CE,USDINR 11AUG23 78.9 CE,2023-08-11,1,0.0025
BCD,bcs_fo,USDINR,1017440,OPTCUR,PE,78.9,USDINR202381178.9PE,USDINR202381178.9PE,USDINR 11AUG23 78.9 PE,2023-08-11,1,0.0025
BCD,bcs_fo,USDINR,1017441,OPTCUR,CE,78.9,USDINR202381878.9CE,USDINR202381878.9CE,USDINR 18AUG23 78.9 CE,2023-08-18,1,0.0025
BCD,bcs_fo,USDINR,1017442,OPTCUR,PE,78.9,USDINR202381878.9PE,USDINR202381878.9PE,USDINR 18AUG23 78.9 PE,2023-08-18,1,0.0025
BCD,bcs_fo,USDINR,1017443,OPTCUR,CE,78.9,USDINR202382578.9CE,USDINR202382578.9CE,USDINR 25AUG23 78.9 CE,2023-08-25,1,0.0025
BCD,bcs_fo,USDINR,1017444,OPTCUR,PE,78.9,USDINR202382578.9PE,USDINR202382578.9PE,USDINR 25AUG23 78.9 PE,2023-08-25,1,0.0025
BCD,bcs_fo,USDINR,1017491,OPTCUR,CE,78.9,USDINR202390178.9CE,USDINR202390178.9CE,USDINR 01SEP23 78.9 CE,2023-09-01,1,0.0025
BCD,bcs_fo,USDINR,1017492,OPTCUR,PE,78.9,USDINR202390178.9PE,USDINR202390178.9PE,USDINR 01SEP23 78.9 PE,2023-09-01,1,0.0025
BCD,bcs_fo,USDINR,1020080,OPTCUR,CE,78.9,USDINR202390878.9CE,USDINR202390878.9CE,USDINR 08SEP23 78.9 CE,2023-09-08,1,0.0025
BCD,bcs_fo,USDINR,1020081,OPTCUR,PE,78.9,USDINR202390878.9PE,USDINR202390878.9PE,USDINR 08SEP23 78.9 PE,2023-09-08,1,0.0025
BCD,bcs_fo,USDINR,1020186,OPTCUR,CE,78.9,USDINR202391578.9CE,USDINR202391578.9CE,USDINR 15SEP23 78.9 CE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1020187,OPTCUR,PE,78.9,USDINR202391578.9PE,USDINR202391578.9PE,USDINR 15SEP23 78.9 PE,2023-09-15,1,0.0025
BCD,bcs_fo,USDINR,1010778,OPTCUR,CE,78.9,USDINR202392678.9CE,USDINR202392678.9CE,USDINR 26SEP23 78.9 CE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1010779,OPTCUR,PE,78.9,USDINR202392678.9PE,USDINR202392678.9PE,USDINR 26SEP23 78.9 PE,2023-09-26,1,0.0025
BCD,bcs_fo,USDINR,1010780,OPTCUR,CE,78.9,USDINR2023122778.9CE,USDINR2023122778.9CE,USDINR 27DEC23 78.9 CE,2023-12-27,1,0.0025
BCD,bcs_fo,USDINR,1010781,OPTCUR,PE,78.9,USDINR2023122778.9PE,USDINR2023122778.9PE,USDINR 27DEC23 78.9 PE,2023-12-27,1,0.0025
BCD,bcs_fo,USDINR,1020188,OPTCUR,CE,78.9,USDINR202432778.9CE,USDINR202432778.9CE,USDINR 27MAR24 78.9 CE,2024-03-27,1,0.0025
BCD,bcs_fo,USDINR,1020189,OPTCUR,PE,78.9,USDINR202432778.9PE,USDINR202432778.9PE,USDINR 27MAR24 78.9 PE,2024-03-27,1,0.0025
BCD,bcs_fo,USDINR,1010874,OPTCUR,CE,78.9,USDINR202372778.9CE,USDINR202372778.9CE,USDINR 27JUL23 78.9 CE,2023-07-27,1,0.0025
BCD,bcs_fo,USDINR,1010875,OPTCUR,PE,78.9,USDINR202372778.9PE,USDINR202372778.9PE,USDINR 27JUL23 78.9 PE,2023-07-27,1,0.0025
BCD,bcs_fo,USDINR,1017543,OPTCUR,CE,78.9,USDINR202382978.9CE,USDINR202382978.9CE,USDINR 29AUG23 78.9 CE,2023-08-29,1,0.0025
BCD,bcs_fo,USDINR,1017544,OPTCUR,PE,78.9,USDINR202382978.9PE,USDINR202382978.9PE,USDINR 29AUG23 78.9 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119913,OPTCUR,CE,52.75,JPYINR202370752.75CE,JPYINR202370752.75CE,JPYINR 07JUL23 52.75 CE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2119909,OPTCUR,PE,52.75,JPYINR202370752.75PE,JPYINR202370752.75PE,JPYINR 07JUL23 52.75 PE,2023-07-07,1,0.0025
BCD,bcs_fo,JPYINR,2119914,OPTCUR,CE,52.75,JPYINR202371452.75CE,JPYINR202371452.75CE,JPYINR 14JUL23 52.75 CE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2119910,OPTCUR,PE,52.75,JPYINR202371452.75PE,JPYINR202371452.75PE,JPYINR 14JUL23 52.75 PE,2023-07-14,1,0.0025
BCD,bcs_fo,JPYINR,2119905,OPTCUR,CE,52.75,JPYINR202372152.75CE,JPYINR202372152.75CE,JPYINR 21JUL23 52.75 CE,2023-07-21,1,0.0025
BCD,bcs_fo,JPYINR,2119902,OPTCUR,PE,52.75,JPYINR202372152.75PE,JPYINR202372152.75PE,JPYINR 21JUL23 52.75 PE,2023-07-21,1,0.0025
BCD,bcs_fo,JPYINR,2119887,OPTCUR,CE,52.75,JPYINR202372852.75CE,JPYINR202372852.75CE,JPYINR 28JUL23 52.75 CE,2023-07-28,1,0.0025
BCD,bcs_fo,JPYINR,2119886,OPTCUR,PE,52.75,JPYINR202372852.75PE,JPYINR202372852.75PE,JPYINR 28JUL23 52.75 PE,2023-07-28,1,0.0025
BCD,bcs_fo,JPYINR,2119911,OPTCUR,CE,52.75,JPYINR202380452.75CE,JPYINR202380452.75CE,JPYINR 04AUG23 52.75 CE,2023-08-04,1,0.0025
BCD,bcs_fo,JPYINR,2119908,OPTCUR,PE,52.75,JPYINR202380452.75PE,JPYINR202380452.75PE,JPYINR 04AUG23 52.75 PE,2023-08-04,1,0.0025
BCD,bcs_fo,JPYINR,2119903,OPTCUR,CE,52.75,JPYINR202381152.75CE,JPYINR202381152.75CE,JPYINR 11AUG23 52.75 CE,2023-08-11,1,0.0025
BCD,bcs_fo,JPYINR,2119900,OPTCUR,PE,52.75,JPYINR202381152.75PE,JPYINR202381152.75PE,JPYINR 11AUG23 52.75 PE,2023-08-11,1,0.0025
BCD,bcs_fo,JPYINR,2119893,OPTCUR,CE,52.75,JPYINR202381852.75CE,JPYINR202381852.75CE,JPYINR 18AUG23 52.75 CE,2023-08-18,1,0.0025
BCD,bcs_fo,JPYINR,2119892,OPTCUR,PE,52.75,JPYINR202381852.75PE,JPYINR202381852.75PE,JPYINR 18AUG23 52.75 PE,2023-08-18,1,0.0025
BCD,bcs_fo,JPYINR,2120395,OPTCUR,CE,52.75,JPYINR202382552.75CE,JPYINR202382552.75CE,JPYINR 25AUG23 52.75 CE,2023-08-25,1,0.0025
BCD,bcs_fo,JPYINR,2120393,OPTCUR,PE,52.75,JPYINR202382552.75PE,JPYINR202382552.75PE,JPYINR 25AUG23 52.75 PE,2023-08-25,1,0.0025
BCD,bcs_fo,JPYINR,2120767,OPTCUR,CE,52.75,JPYINR202390152.75CE,JPYINR202390152.75CE,JPYINR 01SEP23 52.75 CE,2023-09-01,1,0.0025
BCD,bcs_fo,JPYINR,2120760,OPTCUR,PE,52.75,JPYINR202390152.75PE,JPYINR202390152.75PE,JPYINR 01SEP23 52.75 PE,2023-09-01,1,0.0025
BCD,bcs_fo,JPYINR,2121531,OPTCUR,CE,52.75,JPYINR202390852.75CE,JPYINR202390852.75CE,JPYINR 08SEP23 52.75 CE,2023-09-08,1,0.0025
BCD,bcs_fo,JPYINR,2121524,OPTCUR,PE,52.75,JPYINR202390852.75PE,JPYINR202390852.75PE,JPYINR 08SEP23 52.75 PE,2023-09-08,1,0.0025
BCD,bcs_fo,JPYINR,2122873,OPTCUR,CE,52.75,JPYINR202391552.75CE,JPYINR202391552.75CE,JPYINR 15SEP23 52.75 CE,2023-09-15,1,0.0025
BCD,bcs_fo,JPYINR,2122863,OPTCUR,PE,52.75,JPYINR202391552.75PE,JPYINR202391552.75PE,JPYINR 15SEP23 52.75 PE,2023-09-15,1,0.0025
BCD,bcs_fo,JPYINR,2156020,OPTCUR,CE,52.75,JPYINR202392652.75CE,JPYINR202392652.75CE,JPYINR 26SEP23 52.75 CE,2023-09-26,1,0.0025
BCD,bcs_fo,JPYINR,2156005,OPTCUR,PE,52.75,JPYINR202392652.75PE,JPYINR202392652.75PE,JPYINR 26SEP23 52.75 PE,2023-09-26,1,0.0025
BCD,bcs_fo,JPYINR,2119898,OPTCUR,CE,52.75,JPYINR2023122752.75CE,JPYINR2023122752.75CE,JPYINR 27DEC23 52.75 CE,2023-12-27,1,0.0025
BCD,bcs_fo,JPYINR,2119896,OPTCUR,PE,52.75,JPYINR2023122752.75PE,JPYINR2023122752.75PE,JPYINR 27DEC23 52.75 PE,2023-12-27,1,0.0025
BCD,bcs_fo,JPYINR,2119881,OPTCUR,CE,52.75,JPYINR202432752.75CE,JPYINR202432752.75CE,JPYINR 27MAR24 52.75 CE,2024-03-27,1,0.0025
BCD,bcs_fo,JPYINR,2119880,OPTCUR,PE,52.75,JPYINR202432752.75PE,JPYINR202432752.75PE,JPYINR 27MAR24 52.75 PE,2024-03-27,1,0.0025
BCD,bcs_fo,JPYINR,2119875,OPTCUR,CE,52.75,JPYINR202372752.75CE,JPYINR202372752.75CE,JPYINR 27JUL23 52.75 CE,2023-07-27,1,0.0025
BCD,bcs_fo,JPYINR,2119874,OPTCUR,PE,52.75,JPYINR202372752.75PE,JPYINR202372752.75PE,JPYINR 27JUL23 52.75 PE,2023-07-27,1,0.0025
BCD,bcs_fo,JPYINR,2119917,OPTCUR,CE,52.75,JPYINR202382952.75CE,JPYINR202382952.75CE,JPYINR 29AUG23 52.75 CE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2119916,OPTCUR,PE,52.75,JPYINR202382952.75PE,JPYINR202382952.75PE,JPYINR 29AUG23 52.75 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2112966,OPTCUR,CE,93.25,EURINR202370793.25CE,EURINR202370793.25CE,EURINR 07JUL23 93.25 CE,2023-07-07,1,0.0025
BCD,bcs_fo,EURINR,2112960,OPTCUR,PE,93.25,EURINR202370793.25PE,EURINR202370793.25PE,EURINR 07JUL23 93.25 PE,2023-07-07,1,0.0025
BCD,bcs_fo,EURINR,2113078,OPTCUR,CE,93.5,EURINR202370793.5CE,EURINR202370793.5CE,EURINR 07JUL23 93.5 CE,2023-07-07,1,0.0025
BCD,bcs_fo,EURINR,2113067,OPTCUR,PE,93.5,EURINR202370793.5PE,EURINR202370793.5PE,EURINR 07JUL23 93.5 PE,2023-07-07,1,0.0025
BCD,bcs_fo,EURINR,2114251,OPTCUR,CE,93.25,EURINR202371493.25CE,EURINR202371493.25CE,EURINR 14JUL23 93.25 CE,2023-07-14,1,0.0025
BCD,bcs_fo,EURINR,2114243,OPTCUR,PE,93.25,EURINR202371493.25PE,EURINR202371493.25PE,EURINR 14JUL23 93.25 PE,2023-07-14,1,0.0025
BCD,bcs_fo,EURINR,2114507,OPTCUR,CE,93.5,EURINR202371493.5CE,EURINR202371493.5CE,EURINR 14JUL23 93.5 CE,2023-07-14,1,0.0025
BCD,bcs_fo,EURINR,2114496,OPTCUR,PE,93.5,EURINR202371493.5PE,EURINR202371493.5PE,EURINR 14JUL23 93.5 PE,2023-07-14,1,0.0025
BCD,bcs_fo,EURINR,2115005,OPTCUR,CE,93.25,EURINR202372193.25CE,EURINR202372193.25CE,EURINR 21JUL23 93.25 CE,2023-07-21,1,0.0025
BCD,bcs_fo,EURINR,2114993,OPTCUR,PE,93.25,EURINR202372193.25PE,EURINR202372193.25PE,EURINR 21JUL23 93.25 PE,2023-07-21,1,0.0025
BCD,bcs_fo,EURINR,2115228,OPTCUR,CE,93.5,EURINR202372193.5CE,EURINR202372193.5CE,EURINR 21JUL23 93.5 CE,2023-07-21,1,0.0025
BCD,bcs_fo,EURINR,2115218,OPTCUR,PE,93.5,EURINR202372193.5PE,EURINR202372193.5PE,EURINR 21JUL23 93.5 PE,2023-07-21,1,0.0025
BCD,bcs_fo,EURINR,2116198,OPTCUR,CE,93.25,EURINR202372893.25CE,EURINR202372893.25CE,EURINR 28JUL23 93.25 CE,2023-07-28,1,0.0025
BCD,bcs_fo,EURINR,2116187,OPTCUR,PE,93.25,EURINR202372893.25PE,EURINR202372893.25PE,EURINR 28JUL23 93.25 PE,2023-07-28,1,0.0025
BCD,bcs_fo,EURINR,2115961,OPTCUR,CE,93.5,EURINR202372893.5CE,EURINR202372893.5CE,EURINR 28JUL23 93.5 CE,2023-07-28,1,0.0025
BCD,bcs_fo,EURINR,2115958,OPTCUR,PE,93.5,EURINR202372893.5PE,EURINR202372893.5PE,EURINR 28JUL23 93.5 PE,2023-07-28,1,0.0025
BCD,bcs_fo,EURINR,2116540,OPTCUR,CE,93.25,EURINR202380493.25CE,EURINR202380493.25CE,EURINR 04AUG23 93.25 CE,2023-08-04,1,0.0025
BCD,bcs_fo,EURINR,2116533,OPTCUR,PE,93.25,EURINR202380493.25PE,EURINR202380493.25PE,EURINR 04AUG23 93.25 PE,2023-08-04,1,0.0025
BCD,bcs_fo,EURINR,2116720,OPTCUR,CE,93.5,EURINR202380493.5CE,EURINR202380493.5CE,EURINR 04AUG23 93.5 CE,2023-08-04,1,0.0025
BCD,bcs_fo,EURINR,2116715,OPTCUR,PE,93.5,EURINR202380493.5PE,EURINR202380493.5PE,EURINR 04AUG23 93.5 PE,2023-08-04,1,0.0025
BCD,bcs_fo,EURINR,2117185,OPTCUR,CE,93.25,EURINR202381193.25CE,EURINR202381193.25CE,EURINR 11AUG23 93.25 CE,2023-08-11,1,0.0025
BCD,bcs_fo,EURINR,2117171,OPTCUR,PE,93.25,EURINR202381193.25PE,EURINR202381193.25PE,EURINR 11AUG23 93.25 PE,2023-08-11,1,0.0025
BCD,bcs_fo,EURINR,2117370,OPTCUR,CE,93.5,EURINR202381193.5CE,EURINR202381193.5CE,EURINR 11AUG23 93.5 CE,2023-08-11,1,0.0025
BCD,bcs_fo,EURINR,2117360,OPTCUR,PE,93.5,EURINR202381193.5PE,EURINR202381193.5PE,EURINR 11AUG23 93.5 PE,2023-08-11,1,0.0025
BCD,bcs_fo,EURINR,2119738,OPTCUR,CE,93.25,EURINR202381893.25CE,EURINR202381893.25CE,EURINR 18AUG23 93.25 CE,2023-08-18,1,0.0025
BCD,bcs_fo,EURINR,2119730,OPTCUR,PE,93.25,EURINR202381893.25PE,EURINR202381893.25PE,EURINR 18AUG23 93.25 PE,2023-08-18,1,0.0025
BCD,bcs_fo,EURINR,2119481,OPTCUR,CE,93.5,EURINR202381893.5CE,EURINR202381893.5CE,EURINR 18AUG23 93.5 CE,2023-08-18,1,0.0025
BCD,bcs_fo,EURINR,2119474,OPTCUR,PE,93.5,EURINR202381893.5PE,EURINR202381893.5PE,EURINR 18AUG23 93.5 PE,2023-08-18,1,0.0025
BCD,bcs_fo,EURINR,2120008,OPTCUR,CE,93.25,EURINR202382593.25CE,EURINR202382593.25CE,EURINR 25AUG23 93.25 CE,2023-08-25,1,0.0025
BCD,bcs_fo,EURINR,2120003,OPTCUR,PE,93.25,EURINR202382593.25PE,EURINR202382593.25PE,EURINR 25AUG23 93.25 PE,2023-08-25,1,0.0025
BCD,bcs_fo,EURINR,2119949,OPTCUR,CE,93.5,EURINR202382593.5CE,EURINR202382593.5CE,EURINR 25AUG23 93.5 CE,2023-08-25,1,0.0025
BCD,bcs_fo,EURINR,2119937,OPTCUR,PE,93.5,EURINR202382593.5PE,EURINR202382593.5PE,EURINR 25AUG23 93.5 PE,2023-08-25,1,0.0025
BCD,bcs_fo,EURINR,2120523,OPTCUR,CE,93.25,EURINR202390193.25CE,EURINR202390193.25CE,EURINR 01SEP23 93.25 CE,2023-09-01,1,0.0025
BCD,bcs_fo,EURINR,2120516,OPTCUR,PE,93.25,EURINR202390193.25PE,EURINR202390193.25PE,EURINR 01SEP23 93.25 PE,2023-09-01,1,0.0025
BCD,bcs_fo,EURINR,2120654,OPTCUR,CE,93.5,EURINR202390193.5CE,EURINR202390193.5CE,EURINR 01SEP23 93.5 CE,2023-09-01,1,0.0025
BCD,bcs_fo,EURINR,2120644,OPTCUR,PE,93.5,EURINR202390193.5PE,EURINR202390193.5PE,EURINR 01SEP23 93.5 PE,2023-09-01,1,0.0025
BCD,bcs_fo,EURINR,2121702,OPTCUR,CE,93.25,EURINR202390893.25CE,EURINR202390893.25CE,EURINR 08SEP23 93.25 CE,2023-09-08,1,0.0025
BCD,bcs_fo,EURINR,2121696,OPTCUR,PE,93.25,EURINR202390893.25PE,EURINR202390893.25PE,EURINR 08SEP23 93.25 PE,2023-09-08,1,0.0025
BCD,bcs_fo,EURINR,2121439,OPTCUR,CE,93.5,EURINR202390893.5CE,EURINR202390893.5CE,EURINR 08SEP23 93.5 CE,2023-09-08,1,0.0025
BCD,bcs_fo,EURINR,2121432,OPTCUR,PE,93.5,EURINR202390893.5PE,EURINR202390893.5PE,EURINR 08SEP23 93.5 PE,2023-09-08,1,0.0025
BCD,bcs_fo,EURINR,2169058,OPTCUR,CE,93.25,EURINR202392693.25CE,EURINR202392693.25CE,EURINR 26SEP23 93.25 CE,2023-09-26,1,0.0025
BCD,bcs_fo,EURINR,2169056,OPTCUR,PE,93.25,EURINR202392693.25PE,EURINR202392693.25PE,EURINR 26SEP23 93.25 PE,2023-09-26,1,0.0025
BCD,bcs_fo,EURINR,2169432,OPTCUR,CE,93.5,EURINR202392693.5CE,EURINR202392693.5CE,EURINR 26SEP23 93.5 CE,2023-09-26,1,0.0025
BCD,bcs_fo,EURINR,2169426,OPTCUR,PE,93.5,EURINR202392693.5PE,EURINR202392693.5PE,EURINR 26SEP23 93.5 PE,2023-09-26,1,0.0025
BCD,bcs_fo,EURINR,2100675,OPTCUR,CE,93.25,EURINR2023122793.25CE,EURINR2023122793.25CE,EURINR 27DEC23 93.25 CE,2023-12-27,1,0.0025
BCD,bcs_fo,EURINR,2100665,OPTCUR,PE,93.25,EURINR2023122793.25PE,EURINR2023122793.25PE,EURINR 27DEC23 93.25 PE,2023-12-27,1,0.0025
BCD,bcs_fo,EURINR,2100246,OPTCUR,CE,93.5,EURINR2023122793.5CE,EURINR2023122793.5CE,EURINR 27DEC23 93.5 CE,2023-12-27,1,0.0025
BCD,bcs_fo,EURINR,2100236,OPTCUR,PE,93.5,EURINR2023122793.5PE,EURINR2023122793.5PE,EURINR 27DEC23 93.5 PE,2023-12-27,1,0.0025
BCD,bcs_fo,EURINR,2110191,OPTCUR,CE,93.25,EURINR202432793.25CE,EURINR202432793.25CE,EURINR 27MAR24 93.25 CE,2024-03-27,1,0.0025
BCD,bcs_fo,EURINR,2110181,OPTCUR,PE,93.25,EURINR202432793.25PE,EURINR202432793.25PE,EURINR 27MAR24 93.25 PE,2024-03-27,1,0.0025
BCD,bcs_fo,EURINR,2110480,OPTCUR,CE,93.5,EURINR202432793.5CE,EURINR202432793.5CE,EURINR 27MAR24 93.5 CE,2024-03-27,1,0.0025
BCD,bcs_fo,EURINR,2110470,OPTCUR,PE,93.5,EURINR202432793.5PE,EURINR202432793.5PE,EURINR 27MAR24 93.5 PE,2024-03-27,1,0.0025
BCD,bcs_fo,EURINR,2113742,OPTCUR,CE,93.25,EURINR202372793.25CE,EURINR202372793.25CE,EURINR 27JUL23 93.25 CE,2023-07-27,1,0.0025
BCD,bcs_fo,EURINR,2113731,OPTCUR,PE,93.25,EURINR202372793.25PE,EURINR202372793.25PE,EURINR 27JUL23 93.25 PE,2023-07-27,1,0.0025
BCD,bcs_fo,EURINR,2114030,OPTCUR,CE,93.5,EURINR202372793.5CE,EURINR202372793.5CE,EURINR 27JUL23 93.5 CE,2023-07-27,1,0.0025
BCD,bcs_fo,EURINR,2114022,OPTCUR,PE,93.5,EURINR202372793.5PE,EURINR202372793.5PE,EURINR 27JUL23 93.5 PE,2023-07-27,1,0.0025
BCD,bcs_fo,EURINR,2117997,OPTCUR,CE,93.25,EURINR202382993.25CE,EURINR202382993.25CE,EURINR 29AUG23 93.25 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2117986,OPTCUR,PE,93.25,EURINR202382993.25PE,EURINR202382993.25PE,EURINR 29AUG23 93.25 PE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119032,OPTCUR,CE,93.5,EURINR202382993.5CE,EURINR202382993.5CE,EURINR 29AUG23 93.5 CE,2023-08-29,1,0.0025
BCD,bcs_fo,EURINR,2119023,OPTCUR,PE,93.5,EURINR202382993.5PE,EURINR202382993.5PE,EURINR 29AUG23 93.5 PE,2023-08-29,1,0.0025
BCD,bcs_fo,JPYINR,2112869,OPTCUR,CE,60.75,JPYINR202370760.75CE,JPYINR202370760.75CE,JPYINR 07JUL23 60.75 CE,2023-07-07,1,0.0025
